date,sentence,lvl1
1940,"Congress , September 13 , 1940 71 ",irrelevant
1940,"Destroyersfor Bases Agreement Secretary State Cordell Hull British Ambassador Lord Lothian , September 2 , 1940 72 ",relevant
1940,"Robert Ley , Director German Labor Front , Reported Swedish Press , September 15 , 1940 73 ",relevant
1940,"Selective Service Act , September 16 , 1940 74 ",irrelevant
1940,"Tripartite Pact Germany , Italy , Japan , Signed Berlin , September 27 , 1940 75 ",relevant
1940,"Undated Statement Handed Secretary State Japanese Ambassador , October 8 , 1940 76 ",irrelevant
1940,"Mao Zedon g , Telegram Geor gi Dimitrov Dmitry Zakharovich Manuilsky , November 7 , 1940 77 ",relevant
1940,"Chief Naval Operations , Memorandum Secretary Navy Frank Knox , November 12 , 1940 78 ",relevant
1940,"Roosevelt , December 7 , 1940 79 ",relevant
1940,"21 Operation BARBAROSSA , Invasion Russia , December 18 , 1940 80 ",relevant
1940,"Roosevelt , Fireside Chat National Security Common , December 29 , 1940 81 ",relevant
1941,"Admiral amamoto Isoroku Japanese Navy Minister Oikawa Koshiro , January 7 , 1941 83 ",relevant
1941,"Japanese Foreign Minister Matsuoka Ysuke , Cable Number 44 Washington Embassy Koshi , January 30 , 1941 84 ",relevant
1941,"Reverend Arle Brooks , Statement upon Conviction Draft Evasion , January 1941 85 ",relevant
1941,"German Fhrer Adolf Hitler , Order Collaboration Japan , Issued General Wilhelm Keitel , Chief Armed Forces High Command , March 5 , 1941 86 ",relevant
1941,"LendLease Act , March 1 1 , 1941 87 ",relevant
1941,"Draft Understanding , Paper Presented Department State Medium Private American Japanese Individuals , April 9 , 1941 88 ",irrelevant
1941,"Text YOU.S.Danish Agreement Greenland , April 9 , 1941 89 ",irrelevant
1941,"Pact Neutrality Union Soviet Socialist Republics Japan Declaration Regarding Mongolia , April 13 , 1941 90 ",relevant
1941,"Lindber gh , Radio Address , April 23 , 1941 91 ",irrelevant
1941,"Roosevelt , Proclamation Unlimited National Emer gency , May 27 , 1941 92 ",relevant
1941,"Ho Chi Minh , Letter Abroad , May June 1941 93 ",relevant
1941,"Roosevelt , Memorandum Establishment Service Strategic Information , June 10 , 1941 94 ",relevant
1941,"Hitler Decision Invade Soviet Union Adolf Hitler Benito Mussolini , June 21 , 1941 95 ",relevant
1941,"Philip Randolph March W ashington , JanuaryJune 1941 96 ",relevant
8802,"Roosevelt , Executive Order 8802 , Reaffirming Polic Full Participation Defense Program Persons , Regardless Race , Creed , Color , National Origin , Directing Certain Action Furtherance Said Policy , June 25 , 1941 97 ",relevant
1941,"Outline National Policies View Changing Situation Policy Document Approved Imperial Conference , Japanese Government , July 2 , 1941 98 ",irrelevant
1941,"Roosevelt , Message Congress Relating Dispatch Naval Forces Iceland , July 7 , 1941 99 ",relevant
1941,"Agreement United Kingdom Union Soviet Socialist Republics , July 12 , 1941 100 ",relevant
1941,"Roosevel Japanese Ambassador Japanese Occupation Indochina , July 24 , 1941 101 ",relevant
1941,"Roosevelt Executive Order Freezing Japanese Chinese Assets United States White House Statement , July 26 , 1941 102 ",relevant
1941,"Agreement Japan France Pledging Military Cooperation Defense Indochina , July 29 , 1941 103 ",relevant
1941,"Japanese Foreign Minister , Tokyo , Cable Japanese Embassy , Berlin , July 31 , 1941 104 ",relevant
1941,"Atlantic Charter , August 14 , 1941 105 ",relevant
1941,"White House Press Release , Statement Sending Military Mission China , August 26 , 1941 106 ",relevant
1941,"Essen tials Carrying Emp ire Policies Document Adopted Japanese Imperial Conference , September 6 , 1941 107 ",relevant
1941,"Roosevelt , Radio Address Conc erning German Attack Destroyer Greer , September 1 1 , 1941 108 ",relevant
1941,"InterAllied Council Statement Principles Atlantic Charter , September 24 , 1941 110.Cable Japanese Ambassador Berlin Japanese Foreign Ministry , Tokyo , Secret , October 1 , 1941 111.Paraphrase Letter , Franklin D",relevant
1941,"Roosevelt Soviet Premier Joseph Stalin , October 30 , 1941 112.Notes Imperial Conference , Government Japan , November 5 , 1941 113.The Forei gn Domestic Implementati Essentials Carrying Empire Policies Adopted Imperial Confer ence November 5 , Document Approv ed 67th Liaison Conference , Japanese Government , November 12 , 1941 114.Draft Proposal Hastening End War United States , Great Britain , Netherlands , Chiang Kaishek , Approved 69th Liaison Conference , Japanese Government , November 15 , 1941 115.The Jews Blame Article Das Reich , November 16 , 1941 116.The YOU.S ",relevant
1939,Congress Repeals 1939 Neutrality Act House Joint Resolution ,relevant
1941,"237 , November 17 , 1941 117.The Depo rtation Jews Reichskommissariat Ostland German Gestapo Branch Office , Stuttgart , Directive Landrte Police Chiefs Wrttembur g , November 18 , 1941 118.Memorandum Japanese Government YOU.S ",relevant
1941,"Government , Transmitted Cable Tokyo W ashington , December 6 , 1941 119.President Franklin D",relevant
1941,"Roosevelt Emperor Hirohito Japan , December 6 , 1941 120 ",relevant
1941,"Memorandum Conversation , Secretary State Cordell Hull Nomura Kichisaburo Kurusu Saburo , December 7 , 1941 121 ",relevant
1941,"Draft Japanese Declaration W ar United States Not Delivered , December 1941 122 ",relevant
1941,"Adolf Hitler , Secret NightandFog Decree Punishment Offenders Occupied Territory , December 7 , 1941 123 ",relevant
1941,"Congress , December 8 , 1941 124 ",irrelevant
1941,"China Declares War Japan , Germany , Italy Statement Chinese Government , December 9 , 1941 125 ",relevant
1941,"Department State , December 1 1 , 1941 126 ",irrelevant
1941,"Admiral amamoto Isoroku Admiral akahashi Sankichi , December 19 , 1941 127 ",relevant
1941,"Altiero Spinelli Ernesto Rossi , Ventotene Manifesto Towards Free United Europe Draft Manifesto , 1941 128 ",relevant
1945,"Manpower World War II Extract Final Bien nial Report September 1 , 1945 Secretary War 129 ",relevant
1941,"Conditions W arsaw Ghetto Diary Stanislav Rozycki , 1941 1942 130 ",relevant
1941,"Japanese Biological W arfare , 1941 estimony Anonymous Japanese Hygiene Specialist 131 ",relevant
1942,"Final Solution W annsee Protocol , January 20 , 1942 132 ",relevant
1942,"President Manuel Quezon General Douglas MacArthur Filipino Collaborators , January 28 , 1942 133 ",relevant
9066,"9066 Authorizing Secretary W ar Prescribe Military Areas , February 19 , 1942 135 ",relevant
1942,"Generalissimo Chiang Kaishek Jiang Jieshi , Message Indian People , February 21 , 1942 , Published Inter Allied Review , March 15 , 1942 136 ",relevant
1942,"AngloAmerican Mutual Aid Agreement , February 23 , 1942 137 ",relevant
1942,"Bataan Death March , April 1942 Recollections Bill Nolan138 ",relevant
1942,"General Douglas MacArthur , Australia , British Empire Prime Minister War Conference , Minute 23 , June 1 , 1942 140 ",relevant
1942,"Martin Bormann Confidential Instruction 40540 ellow Peril , June 5 , 1942 141 ",relevant
1942,"Bracero Program Agreement Governments Mexico United States , July 23 , 1942 142 ",relevant
1942,"Evan Grif fith , Appeal Buy W ar Bonds , August 3 , 1942 143 ",relevant
1942,"French Resistance Plans Europ ean Unity Reform Extract Manifesto , Combat Revolution , Written French Resistance Leaders Henri Frenay , Claude Bourdet , Andr Hauriou Publis would Southern Resistance Journal Combat , September 1942 144 ",relevant
1942,"Cassidy , Associated Press Repr esentative , Moscow , October 3 , 1942 145 ",irrelevant
1942,"Roosevelt , Executive Order Providing Stabilizing National Economy , White House News Release , October 4 , 1942 146 ",relevant
1942,"New Order East Asia Speech Lieutenant Colonel Nagatomo , October 28 , 1942 147 ",relevant
1942,"Mohandas Gandhi , Message America , October 31 , 1942 148 ",relevant
1942,"Roosevelt , Statement Announcing Opening Second Front French North W est Africa , November 7 , 1942 149 ",relevant
1942,"Philip Randolph , W e March November 1942 151 ",relevant
1942,"Elizabeth Gurley Flynn , W omen W ar , 1942 152 ",relevant
1942,"Extract Beveridge Report , December 1942 155 ",relevant
1943,"General Douglas MacArthur , Communiq Announcing End Papuan Campaign , January 24 , 1943 156 ",relevant
1943,"Raymond Future Fianc e , January 27 , 1943 157 ",relevant
1943,"Final Declaration Casablanca Conference , February 12 , 1943 158 ",relevant
1943,"Hopkins , Special Assistant President Roosevelt , Memorandum Conversation Meeting Anthony Eden , March 27 , 1943 159 ",relevant
1943,"German Security Department , Report Adolf Hitler Disappearance Public View , April 19 , 1943 160 ",relevant
1943,"Soviet President Joseph Stalin , Reuters Interview Dissolution Comintern , May 1943 161 ",relevant
1943,"Zoot Suit Riots , Los Angeles Report W arren Committee , June 1943 162 ",relevant
1943,"Earl Brown , Detroit Race Riots June 1943 163 ",relevant
1943,"Minister Justice Dino Grandi , Order Day , Submitted Fascist Gran Council , Demanding Restoration Functio n Various Organs Constitution , July 24 , 1943 164 ",relevant
1943,"General Headquarters , Southwest Pacific Area , Press Release Statement Genera l Douglas MacArthur Capture Munda , New Geor gia , August 9 , 1943 165 ",relevant
1724,"Quebe c Conference , August 1724 , 1943 Joint Statement Prime Minister Winston Churchill President Franklin D",relevant
1943,"Roosevelt , August 24 , 1943 166 ",relevant
1943,"General Douglas MacArthur Strategy Highly Selective IslandHopping General Headquarters , Southwest Pacific Area , Press Release , September 21 , 1943 168 ",relevant
1943,"Fulbright Connally Resolutions , SeptemberNovember 1943 169 ",irrelevant
1943,"Joint Declarations Moscow Conference , October 18November 1 , 1943 170 ",irrelevant
1943,"Proclamation Provisional Government Azad Hind , October 21 , 1943 171 ",irrelevant
1943,"Joint Declaration Greater East Asia Congress , okyo , November 6 , 1943 172 ",irrelevant
1943,"Agreement United Nations Relief Rehabilitation Administration , November 9 , 1943 173 ",relevant
2325,"Cairo Conference Declaration , November 2325 , 1943 174 ",irrelevant
1943,"Declarations ehran Conference , November 28December 1 , 1943 175 ",irrelevant
1943,"Declaration Statements AntiFascist Council People Liberation Yugoslavia , November 29 , 1943 176 ",irrelevant
1943,"Anthony II W omen Rights Postwar W orld , 1943 179 ",relevant
1944,"Roosevelt , State Union Message Congress , January 1 1 , 1944 181 ",relevant
1944,"AngloAmerican Combined Chiefs Staff , Directive Supreme Commander Allied Expeditionary Force , February 12 , 1944 182 ",relevant
1944,"677 , Statement General Douglas MacArthur Seizure Northern Solomon Islands , New Geor gia , February 16 , 1944 183 ",relevant
1944,"691 , Statement General Douglas MacArthur Bismarck Campaign , March 1 , 1944 184 ",relevant
1944,"745 , Statement General Douglas MacArthur Hollandia Landings , April 25 , 1944 185 ",relevant
1944,"Prime Minister Geor gios Papandreou Greece , Lebanon Charter , May 20 , 1944 186 ",relevant
1944,"780 , Statement General Douglas MacArthur Biak Island Landing , May 28 , 1944 187 ",relevant
1944,"Eisenhower , Order Day Letter roops , June 6 , 1944 188 ",relevant
1944,"Pogue DDay , June 67 , 1944 189 ",relevant
1944,"Roosevelt , Statement Signing GI Bill Rights Servicemen Readjustment Act 1944 , S",relevant
1767,"1767 , Public Law 346 , Chapter 268 , June 22 , 1944 190 ",irrelevant
1944,"Char g Czech Government London , Cordell Hull , Secretary State , July 5 , 1944 191 ",relevant
1944,"Marshall , July 5 , 1944 192 ",relevant
1944,"General Erwin Rommel , eletype Message Hitler , July 15 , 1944 193 ",relevant
1944,"Gestapo Interrogation Record Captain Kaiser Count von Stauf fenber g Assassination Plot July 20 , 1944 194 ",relevant
1944,"Bretto n Woods Agreements United Nations Monetary Financial Conference Bretton Woods Summary Agreements , July 22 , 1944 195 ",relevant
1944,"845 , Statement General Douglas MacArthur Capture Sansapor , New Guinea , August 1 , 1944 196 ",relevant
1944,"Mor genthau Plan , August 1944 197 ",irrelevant
2022,"W arsaw Uprising elegrams among Allied Leaders , August 2022 , 1944 198 ",relevant
2425,"Bruce Describes Liberation Paris , August 2425 , 1944199 ",relevant
1944,"General Douglas MacArthur , Radiogram Commander , Allied Air Forces , Commander Chief , Pacific Ocean Areas , September 2 , 1944 200 ",relevant
1944,"General Douglas MacArthur Major General John Hilldring , September 2 , 1944 201 ",relevant
1944,"Marshall , September 14 , 1944 202 ",relevant
1944,"Winston Churchill , Percentages Agreement , October 9 , 1944 203 ",relevant
1944,"General Headquarters , Southwest Pacific Area , Special Communiqu , Statement General Douglas MacArthur Leyte Island Landings Philippines , October 20 , 1944 204 ",relevant
1944,"Marshall , November 1 1 , 1944 205 ",relevant
1944,"Pehle , Director , War Refugee Board , November 18 , 1944 206 ",relevant
1944,"Marshall , December 5 , 1944 207 ",relevant
1945,"Marshall , January 12 , 1945 210 ",relevant
1945,"alta Accords , February 1 1 , 1945 211.Lothar Metzger , Eyewitness Account Firebombing Dresden , February 1314 , 1945 212 ",relevant
1945,"Marshall , February 20 , 1945 213 ",relevant
1945,"Refugees Eastern Front Teenage Girl Describes Flight East Prussia , JanuaryFebruary 1945 214 ",relevant
1945,"Restor ation Philippine Common wealth Douglas MacArthur , Address Malacaang Palace , Manila , February 27 , 1945 215 ",relevant
1945,"President Jiang Jieshi Chiang Kaishek , Speech Preparatory Comm ission Constitutional Government , Chongqing , China , March 1 , 1945 216 ",relevant
1945,"Firebombing okyo , March 10 , 1945 Reminiscences Shinoda omoko 217 ",relevant
1944,"Kamikaze Pilot R yji Uehara , Late 1944 Early 1945 218 ",relevant
1945,"Marshall , March 26 , 1945 219 ",relevant
1945,"Winston Churchill Berlin , April 13 , 1945 220 ",relevant
1945,", Civilia n Aide Secretary War , Press Conference , Monday , April 9 , 1945 221 ",relevant
1945,"Marshall , April 15 , 1945 222 ",relevant
1945,"ruman , First Message Congress , April 16 , 1945 223 ",relevant
1945,"ruman , April 25 , 1945 224 ",relevant
1945,"Private Political estaments Adolf Hitler , April 29 , 1945 225 ",relevant
1945,"Marquis Koichi Kido , Analysis Plan W ar Situation , June 8 , 1945 226 ",relevant
1945,"Charter United Nations , San Francisco , June 26 , 1945 227 ",relevant
1945,"Berlin Potsdam Conference , July 17August 2 , 1945 228 ",relevant
1945,"Allied Proclamation Defining erms Japanese Surrender , Potsdam , July 26 , 1945 229 ",irrelevant
1945,"ruman Recalls Decision Drop Atomic Bomb , August 6 , 1945 230 ",relevant
1945,"Mao Zedon g , Chian g Kaishek Provok ing Civil War , Commentary Written Xinhua News Agency , August 13 , 1945 232 ",relevant
1945,"Emperor Hirohito , Radio Broadcast Accepting Potsdam Declaration , August 14 , 1945 233 ",relevant
1945,"Smith , Director , Bureau Budget , August 25 , 1945 234 ",relevant
1945,"Marshall , Price Victory American Casualties World War II , Extract Final Biennial Report Secretary W ar , September 1 , 1945 235 ",relevant
1945,"Marshall , Common Defense , Extract Final Biennial Report Secretary W ar , September 1 , 1945 236 ",relevant
1945,"First Instrument Japanese Surrender , September 2 , 1945 238 ",irrelevant
1945,"Declaration Independence Democratic Republic V ietnam , September 2 , 1945 239 ",irrelevant
1945,"Arnold , Air Power Future , November 12 , 1945 240 ",relevant
1946,", July 1 , 1946 241 ",irrelevant
1976,"Wheeler Bennett 1976 , 58 back go historical record , few document normally disposal ",relevant
1939,"Powers enter war different time Great Britain , Germany , France 1939 , Italy 1940 , Sovie Union mid1941 , United States end 1941 ",relevant
1945,consequence World War II end fight end 1945 ,relevant
1945,"Although formal time frame volume end 1945 , one already discern document burgeon Cold War tension mount betwee n Soviet Union Western Allies control ofEastern Europe treatment Germany ",relevant
1945,"Significantly , 1945 top American political military leader urge Politicians , diplomat , general madeor country indefin itely maintain strong modern military capable respond immediately international challenge also overseas intelligence capability ",irrelevant
1976,"London Macmillan , 1976 ",relevant
1938,DOCUMENTS PRIOR 1938 1 ,irrelevant
1924,"Quest Lebensraum Extract Adolf Hitler , Mein Kampf , 1924Introduction 1924 Adolf Hitler , rise young politician , publish Adolf Hitler memoir political program , volume name Mein Kampf Struggle ",relevant
1914,Hitler flatly decline satisfied restoration preW orld War German boundary 1914 ,relevant
1918,"neces sary , since unfortunately , even socalled folkish circle , sort unctu ous bigmouths step forward , endeavor set rectification injustice 1918 aim German nation endea vors field foreign affair , time find necessary assure whole world folkish brotherhood sympathy ",relevant
